Estado civil,Nacionalidade,Migração,Sexo,Idade na matrícula,Estrangeiro,Qualificação da mãe,Qualificação do pai,Ocupação da mãe,Ocupação do pai,Necessidades educacionais especiais,Devedor,Taxas de matrícula em dia,Bolsista,Taxa de desemprego,Taxa de inflação,PIB,Modo de inscrição,Ordem de inscrição,Curso,Período,Qualificação prévia,disciplinas 1º semestre (creditadas),disciplinas 1º semestre (matriculadas),disciplinas 1º semestre (avaliações),disciplinas 1º semestre (aprovadas),disciplinas 1º semestre (notas),disciplinas 1º semestre (sem avaliações),disciplinas 2º semestre (creditadas),disciplinas 2º semestre (matriculadas),disciplinas 2º semestre (avaliações),disciplinas 2º semestre (aprovadas),disciplinas 2º semestre (notas),disciplinas 2º semestre (sem avaliações),Target
Solteiro,Portuguesa,Sim,Feminino,18,Não,Educação Secundária,Educação Secundária,Técnicos de Nível Intermediário e Profissões Técnicas,Operadores de Instalações e Máquinas e Trabalhadores de Montagem,Não,Não,Sim,Não,16.2,0.3,-0.92,1,5,Enfermagem,Diurno,Educação secundária,0,7,9,6,12.183333333333332,0,0,7,9,6,11.783333333333331,0,Matriculado
Solteiro,Portuguesa,Não,Feminino,18,Não,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,Não,Não,Sim,Não,7.6,2.6,0.32,1,2,Gestão,Diurno,Educação secundária,0,5,8,2,10.0,0,0,5,9,3,11.333333333333334,0,Matriculado
Solteiro,Portuguesa,Sim,Feminino,21,Não,Educação Secundária,Educação básica - 2º ciclo (6º/7º/8º ano) ou equivalente,Funcionários Administrativos,"Trabalhadores Qualificados na Indústria, Construção e Ofícios",Não,Não,Sim,Não,15.5,2.8,-4.06,43,1,Agronomia,Diurno,Educação secundária,9,14,23,9,12.0,2,6,12,21,8,11.25,0,Graduado
Solteiro,Portuguesa,Sim,Feminino,22,Não,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,"Prestadores de Serviços Pessoais, Trabalhadores de Segurança, Vendedores","Trabalhadores de Serviços Pessoais, Segurança e Vendas",Não,Não,Sim,Não,7.6,2.6,0.32,1,1,Gestão,Diurno,Educação secundária,0,5,8,3,10.333333333333334,0,0,5,11,2,10.0,0,Desistente
Solteiro,Portuguesa,Sim,Masculino,21,Não,Educação Secundária,Educação Secundária,Funcionários Administrativos,Pessoal Administrativo,Não,Não,Sim,Não,7.6,2.6,0.32,17,1,Turismo,Diurno,Educação secundária,0,6,11,6,11.166666666666666,0,0,6,14,3,14.666666666666666,0,Matriculado
Solteiro,Portuguesa,Sim,Masculino,20,Não,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,Não,Não,Sim,Sim,10.8,1.4,1.74,43,1,Design de Comunicação,Diurno,Educação secundária,0,6,8,3,11.0,0,0,6,8,2,11.333333333333334,0,Matriculado
Solteiro,Portuguesa,Sim,Masculino,21,Não,Educação básica - 2º ciclo (6º/7º/8º ano) ou equivalente,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,Não,Não,Sim,Sim,10.8,1.4,1.74,1,2,Animação e Design Multimídia,Diurno,Educação secundária,0,0,0,0,0.0,0,0,0,0,0,0.0,0,Graduado
Solteiro,Brasileira,Sim,Feminino,20,Sim,Educação Secundária,Educação Secundária,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,Não,Não,Sim,Sim,8.9,1.4,3.51,1,1,Turismo,Diurno,Educação secundária,0,6,7,6,12.857142857142858,0,0,6,8,5,11.8,0,Graduado
Solteiro,Portuguesa,Sim,Feminino,19,Não,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Educação básica - 2º ciclo (6º/7º/8º ano) ou equivalente,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,Não,Não,Sim,Não,10.8,1.4,1.74,1,4,Enfermagem,Diurno,Educação secundária,0,8,8,7,14.328571428571427,0,0,8,8,7,14.328571428571427,0,Graduado
Solteiro,Portuguesa,Não,Feminino,20,Não,Educação Secundária,Educação básica - 2º ciclo (6º/7º/8º ano) ou equivalente,"Prestadores de Serviços Pessoais, Trabalhadores de Segurança, Vendedores","Trabalhadores Qualificados na Indústria, Construção e Ofícios",Não,Não,Sim,Sim,13.9,-0.3,0.79,1,1,Serviço Social,Diurno,Educação secundária,0,6,7,6,15.0,0,0,6,6,6,16.333333333333332,0,Graduado
Solteiro,Portuguesa,Sim,Feminino,19,Não,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,Não,Não,Sim,Não,12.7,3.7,-1.7,1,1,Enfermagem Veterinária,Diurno,Educação secundária,0,5,9,5,13.6,1,0,5,5,5,12.4,0,Graduado
Solteiro,Portuguesa,Sim,Feminino,18,Não,Educação Secundária,Educação Secundária,Especialistas em Atividades Intelectuais e Científicas,"Trabalhadores Qualificados na Indústria, Construção e Ofícios",Não,Não,Sim,Sim,9.4,-0.8,-3.12,1,1,Enfermagem Veterinária,Diurno,Educação secundária,0,5,12,5,12.857142857142858,2,0,5,8,4,13.25,0,Graduado
Solteiro,Portuguesa,Sim,Feminino,18,Não,Educação Superior - Bacharel,Educação Secundária,Especialistas em Atividades Intelectuais e Científicas,Técnicos de Nível Intermediário e Profissões,Não,Não,Sim,Não,15.5,2.8,-4.06,17,2,Educação Básica,Diurno,Educação secundária,0,6,7,2,14.5,0,0,6,6,1,10.0,0,Desistente
Solteiro,Portuguesa,Não,Feminino,24,Não,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Educação básica - 2º ciclo (6º/7º/8º ano) ou equivalente,Trabalhadores Não Qualificados,Operadores de Instalações e Máquinas e Trabalhadores de Montagem,Sim,Não,Sim,Não,10.8,1.4,1.74,39,1,Gestão (noturno),Noturno,Educação secundária,0,5,7,3,10.666666666666666,0,0,5,7,3,10.5,0,Desistente
Solteiro,Portuguesa,Não,Feminino,21,Não,Educação Secundária,Educação Secundária,Funcionários Administrativos,Especialistas em Atividades Intelectuais e Científicas,Não,Sim,Não,Sim,8.9,1.4,3.51,1,1,Turismo,Diurno,Educação secundária,0,6,7,6,13.428571428571429,0,0,6,8,6,11.333333333333334,0,Desistente
Solteiro,Portuguesa,Sim,Masculino,18,Não,Educação Secundária,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,"Operadores de Instalações e Máquinas, Montadores","Trabalhadores Qualificados na Indústria, Construção e Ofícios",Não,Não,Sim,Sim,15.5,2.8,-4.06,1,3,Enfermagem,Diurno,Educação secundária,0,7,12,7,11.716666666666663,0,0,8,13,4,10.868,0,Graduado
Solteiro,Portuguesa,Sim,Masculino,20,Não,Educação Secundária,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,Funcionários Administrativos,Operadores de Instalações e Máquinas e Trabalhadores de Montagem,Não,Não,Sim,Sim,11.1,0.6,2.02,17,1,Gestão,Diurno,Educação secundária,0,5,11,4,12.0,0,0,5,5,5,12.8,0,Graduado
Solteiro,Portuguesa,Sim,Feminino,20,Não,Educação Secundária,Educação Superior - Bacharel,Trabalhadores Não Qualificados,Especialistas em Atividades Intelectuais e Científicas,Não,Sim,Não,Não,10.8,1.4,1.74,18,2,Educação Básica,Diurno,Educação secundária,0,6,11,5,13.2,0,0,6,8,4,10.75,0,Desistente
Solteiro,Portuguesa,Sim,Feminino,18,Não,Outro - 11º ano de escolaridade,Educação básica - 2º ciclo (6º/7º/8º ano) ou equivalente,"Prestadores de Serviços Pessoais, Trabalhadores de Segurança, Vendedores","Trabalhadores Qualificados na Indústria, Construção e Ofícios",Não,Sim,Sim,Não,12.4,0.5,1.79,17,3,Turismo,Diurno,Educação secundária,0,6,7,5,12.2,0,0,6,10,4,12.25,0,Desistente
Solteiro,Portuguesa,Sim,Feminino,25,Não,Educação básica - 2º ciclo (6º/7º/8º ano) ou equivalente,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Trabalhadores Não Qualificados,"Agricultores e Trabalhadores Qualificados na Agricultura, Pesca e Silvicultura",Não,Não,Sim,Sim,8.9,1.4,3.51,39,1,Odontologia,Diurno,Educação secundária,0,7,11,5,12.58,0,0,7,9,6,12.157142857142857,0,Graduado
Solteiro,Portuguesa,Sim,Feminino,19,Não,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,"Prestadores de Serviços Pessoais, Trabalhadores de Segurança, Vendedores","Trabalhadores Qualificados na Indústria, Construção e Ofícios",Não,Não,Sim,Sim,13.9,-0.3,0.79,17,5,Serviço Social,Diurno,Educação secundária,0,6,9,5,11.333333333333334,0,0,6,6,6,10.833333333333334,0,Matriculado
Casado,Portuguesa,Não,Masculino,35,Não,Educação básica - 2º ciclo (6º/7º/8º ano) ou equivalente,Educação Secundária,Trabalhadores Não Qualificados,"Trabalhadores de Serviços Pessoais, Segurança e Vendas",Não,Sim,Sim,Não,11.1,0.6,2.02,39,1,Tecnologias de Produção de Biocombustíveis,Diurno,Educação secundária,0,7,9,0,0.0,0,0,7,8,0,0.0,0,Desistente
Solteiro,Portuguesa,Sim,Feminino,19,Não,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Trabalhadores Não Qualificados,"Trabalhadores de Serviços Pessoais, Segurança e Vendas",Não,Não,Sim,Sim,13.9,-0.3,0.79,1,4,Enfermagem,Diurno,Educação secundária,0,7,9,6,12.428571428571429,0,0,8,8,8,14.0,0,Graduado
Solteiro,Portuguesa,Sim,Masculino,18,Não,Educação básica - 2º ciclo (6º/7º/8º ano) ou equivalente,Educação básica - 2º ciclo (6º/7º/8º ano) ou equivalente,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,Não,Não,Sim,Sim,13.9,-0.3,0.79,1,1,Gestão de Publicidade e Marketing,Diurno,Educação secundária,0,6,6,6,13.0,0,0,6,6,6,13.0,0,Desistente
Solteiro,Portuguesa,Não,Masculino,19,Não,Educação Superior - Bacharel,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Técnicos de Nível Intermediário e Profissões Técnicas,Profissões das Forças Armadas,Não,Não,Sim,Não,10.8,1.4,1.74,1,1,Enfermagem,Diurno,Educação secundária,0,8,8,7,14.535714285714286,0,0,8,8,7,14.535714285714286,0,Graduado
Solteiro,Portuguesa,Sim,Masculino,19,Não,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Educação básica - 2º ciclo (6º/7º/8º ano) ou equivalente,Trabalhadores Não Qualificados,"Trabalhadores Qualificados na Indústria, Construção e Ofícios",Não,Não,Sim,Sim,7.6,2.6,0.32,43,1,Enfermagem,Diurno,Educação secundária,0,7,8,5,11.2,0,0,7,8,5,11.2,0,Matriculado
Solteiro,Portuguesa,Não,Masculino,18,Não,Educação Superior - Bacharel,Educação Superior - Bacharel,Técnicos de Nível Intermediário e Profissões Técnicas,Técnicos de Nível Intermediário e Profissões,Não,Não,Sim,Não,12.4,0.5,1.79,17,1,Design de Comunicação,Diurno,Educação secundária,0,6,6,6,16.0,0,0,6,6,6,13.666666666666666,0,Graduado
Solteiro,Portuguesa,Sim,Masculino,24,Não,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Educação Superior - Bacharel,Trabalhadores Não Qualificados,Especialistas em Atividades Intelectuais e Científicas,Não,Sim,Sim,Não,16.2,0.3,-0.92,39,1,Zootecnia,Diurno,Educação básica 3º ciclo (9º/10º/11º ano) ou equivalente,0,6,13,5,13.142857142857142,0,0,6,15,3,12.666666666666666,0,Desistente
Solteiro,Espanhola,Sim,Masculino,25,Sim,Desconhecido,Desconhecido,Estudante,Estudante,Não,Não,Sim,Não,9.4,-0.8,-3.12,43,1,Serviço Social (noturno),Noturno,Educação secundária,8,14,23,11,11.6875,0,6,10,20,8,11.142857142857142,0,Graduado
Solteiro,Portuguesa,Sim,Masculino,28,Não,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,Educação Superior - Bacharel,Trabalhadores Não Qualificados,Técnicos de Nível Intermediário e Profissões,Não,Não,Sim,Não,7.6,2.6,0.32,39,1,Engenharia da computação,Diurno,Educação secundária,0,5,11,4,10.5,0,0,5,12,4,11.0,4,Matriculado
Solteiro,Portuguesa,Não,Masculino,19,Não,Educação Secundária,Educação básica - 2º ciclo (6º/7º/8º ano) ou equivalente,"Prestadores de Serviços Pessoais, Trabalhadores de Segurança, Vendedores",Trabalhadores Não Qualificados,Não,Não,Sim,Sim,11.1,0.6,2.02,1,1,Enfermagem Veterinária,Diurno,Educação secundária,0,6,9,6,13.833333333333334,0,0,6,12,5,13.666666666666666,0,Graduado
Solteiro,Portuguesa,Não,Masculino,19,Não,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Educação Secundária,Trabalhadores Não Qualificados,"Trabalhadores Qualificados na Indústria, Construção e Ofícios",Não,Não,Sim,Não,16.2,0.3,-0.92,17,2,Engenharia da computação,Diurno,Educação secundária,0,5,0,0,0.0,0,0,5,0,0,0.0,0,Desistente
Solteiro,Portuguesa,Não,Masculino,30,Não,Outro - 11º ano de escolaridade,Sabe ler sem ter concluído o 4º ano de escolaridade,Outras Situações,Outra Situação,Não,Não,Não,Sim,9.4,-0.8,-3.12,39,1,Zootecnia,Diurno,11º ano de escolaridade - não concluído,0,5,13,0,0.0,3,0,5,5,0,0.0,5,Desistente
Solteiro,Portuguesa,Sim,Masculino,19,Não,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Funcionários Administrativos,"Trabalhadores de Serviços Pessoais, Segurança e Vendas",Não,Não,Sim,Não,15.5,2.8,-4.06,1,1,Enfermagem,Diurno,Educação secundária,0,7,9,0,0.0,0,0,7,8,0,0.0,0,Desistente
Solteiro,Portuguesa,Sim,Masculino,21,Não,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Educação básica - 2º ciclo (6º/7º/8º ano) ou equivalente,Funcionários Administrativos,Pessoal Administrativo,Não,Não,Sim,Não,11.1,0.6,2.02,17,1,Gestão,Diurno,Educação secundária,0,5,10,1,10.0,0,0,5,5,0,0.0,0,Desistente
Solteiro,Portuguesa,Não,Masculino,19,Não,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,Técnicos de Nível Intermediário e Profissões Técnicas,"Trabalhadores de Serviços Pessoais, Segurança e Vendas",Não,Não,Sim,Não,13.9,-0.3,0.79,1,1,Animação e Design Multimídia,Diurno,Educação secundária,0,0,0,0,0.0,0,0,0,0,0,0.0,0,Desistente
Solteiro,Portuguesa,Não,Masculino,29,Não,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Trabalhadores Não Qualificados,"Trabalhadores de Serviços Pessoais, Segurança e Vendas",Não,Não,Não,Não,13.9,-0.3,0.79,39,1,Agronomia,Diurno,Educação secundária,0,6,9,0,0.0,0,0,6,6,0,0.0,0,Desistente
Solteiro,Portuguesa,Não,Masculino,18,Não,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,Não,Não,Sim,Não,12.4,0.5,1.79,1,1,Gestão de Publicidade e Marketing,Diurno,Educação secundária,0,6,7,4,12.6,0,0,6,6,4,13.0,0,Desistente
Solteiro,Portuguesa,Não,Masculino,21,Não,Educação Secundária,Educação básica - 2º ciclo (6º/7º/8º ano) ou equivalente,Funcionários Administrativos,"Trabalhadores de Serviços Pessoais, Segurança e Vendas",Não,Não,Sim,Não,15.5,2.8,-4.06,1,2,Gestão,Diurno,Educação secundária,0,5,10,3,11.25,0,0,5,9,3,11.0,0,Matriculado
Solteiro,Portuguesa,Não,Masculino,20,Não,Educação Superior - Bacharel,Educação Superior - Licenciatura,Técnicos de Nível Intermediário e Profissões Técnicas,"Representantes do Poder Legislativo e Órgãos Executivos, Diretores, Gestores e Gerentes Executivos",Não,Não,Sim,Não,13.9,-0.3,0.79,42,1,Design de Comunicação,Diurno,Educação secundária,6,7,13,7,12.375,0,4,7,8,4,11.25,0,Desistente
Solteiro,Portuguesa,Não,Masculino,24,Não,Educação básica - 2º ciclo (6º/7º/8º ano) ou equivalente,Educação Superior - Bacharel,"Prestadores de Serviços Pessoais, Trabalhadores de Segurança, Vendedores",Técnicos de Nível Intermediário e Profissões,Não,Sim,Sim,Não,12.4,0.5,1.79,51,1,Gestão (noturno),Noturno,Educação secundária,3,10,15,7,10.714285714285714,0,3,10,11,9,12.555555555555555,0,Matriculado
Solteiro,Portuguesa,Sim,Masculino,18,Não,Educação Secundária,Educação Secundária,Especialistas em Atividades Intelectuais e Científicas,"Trabalhadores de Serviços Pessoais, Segurança e Vendas",Não,Não,Não,Não,8.9,1.4,3.51,17,2,Jornalismo e Comunicação,Diurno,Educação secundária,0,6,6,0,0.0,0,0,6,0,0,0.0,0,Desistente
Solteiro,Portuguesa,Sim,Masculino,23,Não,Educação Secundária,Educação Superior - Bacharel,Funcionários Administrativos,Especialistas em Atividades Intelectuais e Científicas,Não,Não,Sim,Não,15.5,2.8,-4.06,42,1,Agronomia,Diurno,Educação secundária,0,6,14,5,12.0,0,0,6,12,5,12.142857142857142,0,Matriculado
Solteiro,Portuguesa,Sim,Masculino,19,Não,Educação Secundária,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,"Representantes do Poder Legislativo e Órgãos Executivos, Diretores, Gestores e Executivos","Agricultores e Trabalhadores Qualificados na Agricultura, Pesca e Silvicultura",Não,Não,Sim,Não,8.9,1.4,3.51,1,6,Gestão,Diurno,Educação secundária,0,5,6,5,12.6,0,0,5,8,3,12.666666666666666,0,Graduado
Solteiro,Portuguesa,Não,Masculino,35,Não,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Técnicos de Nível Intermediário e Profissões Técnicas,Técnicos de Nível Intermediário e Profissões,Não,Não,Sim,Não,16.2,0.3,-0.92,7,1,Turismo,Diurno,Educação superior - licenciatura,0,6,7,0,0.0,0,0,6,6,0,0.0,0,Desistente
Solteiro,Portuguesa,Sim,Masculino,20,Não,Educação Secundária,Educação Secundária,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,Não,Não,Sim,Não,10.8,1.4,1.74,1,1,Enfermagem,Diurno,Educação secundária,0,8,8,7,12.84142857142857,0,0,8,8,7,12.84142857142857,0,Graduado
Casado,Portuguesa,Não,Masculino,33,Não,Educação Básica - 3º Ciclo (9º/10º/11º ano) ou equivalente,Educação básica - 2º ciclo (6º/7º/8º ano) ou equivalente,"Operadores de Instalações e Máquinas, Montadores",Operadores de Instalações e Máquinas e Trabalhadores de Montagem,Não,Não,Sim,Não,8.9,1.4,3.51,39,1,Serviço Social,Diurno,Curso técnico superior profissional,0,6,6,0,0.0,0,0,5,5,0,0.0,0,Desistente
Solteiro,Portuguesa,Sim,Masculino,18,Não,Educação Secundária,Educação Superior - Bacharel,Funcionários Administrativos,"Representantes do Poder Legislativo e Órgãos Executivos, Diretores, Gestores e Gerentes Executivos",Não,Não,Sim,Não,9.4,-0.8,-3.12,1,1,Jornalismo e Comunicação,Diurno,Educação secundária,0,6,7,6,14.166666666666666,0,0,6,6,6,12.833333333333334,0,Graduado
Solteiro,Portuguesa,Sim,Masculino,20,Não,Educação Superior - Doutorado,Educação Superior - Bacharel,Funcionários Administrativos,Pessoal Administrativo,Não,Não,Sim,Não,12.4,0.5,1.79,1,1,Jornalismo e Comunicação,Diurno,Educação secundária,0,6,7,6,12.166666666666666,0,0,6,9,3,12.0,0,Matriculado
Solteiro,Portuguesa,Sim,Masculino,19,Não,Educação Superior - Bacharel,Educação Superior - Bacharel,Especialistas em Atividades Intelectuais e Científicas,Técnicos de Nível Intermediário e Profissões,Não,Não,Sim,Não,13.9,-0.3,0.79,17,1,Jornalismo e Comunicação,Diurno,Educação secundária,0,6,12,4,10.8,0,0,6,14,3,11.0,0,Desistente
Solteiro,Portuguesa,Sim,Masculino,18,Não,Educação básica - 2º ciclo (6º/7º/8º ano) ou equivalente,Educação Secundária,Funcionários Administrativos,Pessoal Administrativo,Não,Não,Sim,Não,7.6,2.6,0.32,17,5,Jornalismo e Comunicação,Diurno,Educação secundária,0,6,6,6,13.0,0,0,6,12,0,0.0,0,Desistente
Solteiro,Portuguesa,Não,Masculino,28,Não,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,Educação básica - 1º ciclo (4º/5º ano) ou equivalente,"Trabalhadores Qualificados na Indústria, Construção e Artesãos",Trabalhadores Não Qualificados,Não,Não,Não,Não,8.9,1.4,3.51,39,1,Gestão (noturno),Noturno,Educação secundária,0,5,0,0,0.0,0,0,5,0,0,0.0,0,Desistente
Solteiro,Portuguesa,Não,Masculino,18,Não,Educação Superior - Doutorado,Educação Secundária,"Representantes do Poder Legislativo e Órgãos Executivos, Diretores, Gestores e Executivos","Trabalhadores de Serviços Pessoais, Segurança e Vendas",Não,Não,Sim,Não,16.2,0.3,-0.92,1,1,Gestão,Diurno,Educação secundária,0,5,5,5,13.0,0,0,5,6,5,13.333333333333334,0,Graduado
Solteiro,Portuguesa,Sim,Masculino,25,Não,Educação Superior - Licenciatura,Educação Superior - Bacharel,Técnicos de Nível Intermediário e Profissões Técnicas,Técnicos de Nível Intermediário e Profissões,Não,Sim,Sim,Não,15.5,2.8,-4.06,1,1,Jornalismo e Comunicação,Diurno,Educação secundária,0,6,8,6,11.571428571428571,0,0,6,9,6,11.571428571428571,0,Desistente
Solteiro,Portuguesa,Não,Masculino,19,Não,Educação Secundária,Educação básica - 2º ciclo (6º/7º/8º ano) ou equivalente,Funcionários Administrativos,"Agricultores e Trabalhadores Qualificados na Agricultura, Pesca e Silvicultura",Sim,Sim,Não,Não,8.9,1.4,3.51,1,1,Serviço Social,Diurno,Educação secundária,0,6,6,4,11.5,0,0,6,6,5,11.0,0,Desistente
